CustomerID,CustomerName,Address,Phone,CustSetupDate,Lat,Lng
TEKRO1,TEK ROOFING,201 - 204 CAYER STREET COQUITLAM  BC  V3K 5B1,6046854652,2018-02-07 10:30:14,49.23635789999999,-122.8485008
EABTOO,EAB TOOL CO. LTD.,384 EBURY PLACE DELTA  BC  V3M 6M8,6043960978,2018-08-22 12:22:24,49.1594044,-122.9567732
SAFEG1,SAFE GUARD FENCING LTD ,22377 DEWDNEY TRUNK ROAD   HANEY  BC V2X 3J4,6045801275,2018-02-07 10:26:41,49.2206966,-122.601893
3RDEM1,3R DEMOLITION,5735 BERESFORD ST  BURNABY  BC V5J1J9,6044352555,2018-09-18 12:51:57,49.2190058,-122.980445
STANBU,STANBULL CONTRACTING INC.,565 HELMCKEN STREET VANCOUVER  BC  V6B 5H7,7789870676,2018-08-28 10:42:54,49.2774298,-123.1231219
SKYHIS,SKY-HI SCAFFOLDING LTD.,3195 PRODUCTION WAY BURNABY  BC  V5A 3H2,7782380611,2018-09-26 12:07:13,49.25482290000001,-122.9195431
CANGRO,CANOPY GROWTH CORPORATION,349  264 STREET LANGLEY  BC V4W 2K1,6046077655,2018-11-02 14:14:32,49.00817079999999,-122.4926685
IDEAL1,IDEAL SUNDECKS ,15107 92 A AVENUE   SURREY  BC V3R 7H3,6045918592,2018-02-07 10:11:04,49.17121119999999,-122.8036777
CUSBUI,CUSTOM BUILDING PRODUCTS CANADA LTD,12638 82 AVENUE SURREY  BC V3W 3G1,6046911021,2018-09-28 14:50:54,49.151745,-122.872381
MARMON,MARMONT CONSTRUCTION SERVICES LTD,7664 WINSTON STREET BURNABY  BC  V5A 2H4,6044220643,2018-11-02 13:39:40,49.24785139999999,-122.9392431
EASTWO,EASTSIDE WORKS,57 EAST HASTINGS ST VANCOUVER  BC V6A 0A7,6046204587,2020-03-23 09:42:59,49.2815806,-123.1030879
SAVEON,SAVE ON MEATS,43 WEST HASTINGS STREET VANCOUVER  BC  V6B 1G4,6045693568,2018-12-03 14:28:47,49.2820917,-123.1059682
720485,720485 BC LTD.,11840 82 AVENUE DELTA  BC  V4C 2C5,7789687400,2019-06-17 14:25:34,49.152031,-122.894708
BACON1,BACON APPRECIATION SOCIETY ,155 WEST BROADWAY   BURNABY  BC V5H 1P4,,2017-06-19 16:05:54,49.2632552,-123.108257
HOLLAN,HOLLAND IMPORTS INC.,2306 MADISON AVENUE BURNABY  BC  V5C 4Y9,6042995741,2019-05-22 16:08:38,49.2632462,-123.0071319
WSSCOT,WS SCOTT STATION DEVELOPMENT LP,13328 104 AVENUE SURREY  BC    V3T 1V4,6043608527,2020-03-02 11:03:44,49.191511,-122.852934
BESTB1,BEST BUILDERS LTD.,1338 56TH ST  DELTA  BC  V4K 2A4,,2018-02-07 09:47:47,49.027171,-123.068228
GASMOC,GASMO CONTRACTING LTD.,407 - 733 WEST 14TH STREET NORTH VANCOUVER  BC  V7M 0C6,7789968254,2018-11-07 12:34:10,49.3210381,-123.0931056
FOURS1,FOURSQUARE WOODWORKING,301 - 1220 EAST PENDER STREET VANCOUVER  BC  V6A 1W8,6049280164,2018-11-13 11:06:25,49.2803441,-123.0973394
REDEKO,REDEKOP DEVELOPMENT (EDMUND) CORP.,206 - 2636 MONTROSE AVENUE ABBOTSFORD  BC  V2S 3T6,7782460092,2019-12-16 16:15:02,49.0498291,-122.2900177
CJSPA1,CJ'S PAINTING,938 BEATTY STREET  VANCOUVER  BC V6Z 3G6,,2017-06-19 16:22:53,49.2760784,-123.1160259
WESCAN,WESCAN CONSTRUCTION & RENOVATION,451 EAST 60TH AVENUE  VANCOUVER  BC V5X 2A1,6046442384,2018-02-07 10:36:26,49.2159644,-123.0958015
HANSD1,HANS DEMO,12498 55TH AVENUE  SURREY  BC V3X 3S9,,2019-02-25 16:12:55,49.1029493,-122.8764018
URBAN1,URBAN ONE,301 - 611 ALEXANDER STREET  VANCOUVER  BC V6A 1E1,6048735100,2019-05-22 10:51:08,49.2840674,-123.0978665
VANGOV,VANGO VAPES,11518 141A STREET SURREY  BC  V3R 3K5,6047801539,2018-12-03 12:52:08,49.2122975,-122.8294057
ALMAM1,ALMA MATER SOCIETY OF UBC ,6133 UNIVERSITY BOULEVARD   VANCOUVER  BC  V6T 1Z1,6048221204,2018-08-22 09:51:56,49.26647790000001,-123.2498647
VANCON,VANCOUVER CONVENTION CENTRE,1055 CANADA PLACE VANCOUVER  BC  V6C 0C3,6046898232,2018-11-13 09:22:40,49.2883436,-123.1153855
PATTON,PATTON & COOKE CO.,#100 - 7795 128TH STREET SURREY  BC  V3W 4E6,6045915374,2018-11-19 15:08:27,,
ITCCO1,ITC CONSTRUCTION GROUP,#800 - 564 BEATTY STREET VANCOUVER  BC V6B 2L3,,2019-05-21 15:30:09,,
SEAGA1,SEAGATE CONSULTING LTD,8661 - 201 STREET  UNIT #200 LANGLEY  BC V2Y 0G9,6042401119,2019-02-12 07:46:17,,
RIZEA1,RIZE ALLIANCE (GOLD HOUSE) LP,3204 - 1055 DUNSMUIR STREET VANCOUVER  BC  V7X 1L4,6046391656,2019-09-24 12:59:05,49.2864943,-123.1214363
PELLB1,PELL BUILDER INC.,7681 BARRYMORE DRIVE  DELTA  BC V4C 4C8,7789687467,2018-02-07 10:22:14,49.1426148,-122.9220849
TOWNL1,TOWNLINE CONSTRUCTION INC.,1212 - 450 SW MARINE DRIVE VANCOUVER  BC  V5X 0C3,6043278760,2019-07-31 15:04:53,49.2030367,-123.1330859
GFLEN1,GFL ENVIRONMENTAL LTD,7890 VANTAGE WAY  DELTA  BC V4G 1A7,6049460506,2019-04-02 09:52:57,49.1410634,-123.0055073
PARKLA,PARKLANE RIVER DISTRICT DEVELOPMENTS,910-1055 DUNSMUIR ST  VANCOUVER  BC V7X 1L3,,2017-06-19 16:57:24,49.2864207,-123.1212713
GRYPH1,GRYPHON 4066 LP,6107 WEST BOULEVARD VANCOUVER  BC V6M 3X3,,2019-03-25 10:09:59,49.2307091,-123.1559374
CCIRE1,CCI RENOVATIONS,129-1305 WELCH ST.  NORTH VANCOUVER  BC V7P 1B3,,2018-02-07 09:51:35,49.31727,-123.1092979
DGSCON,DGS CONSTRUCTION COMPANY LTD.,A101 - 13761 - 116 AVENUE SURREY  BC  V3R 0T2,6043623565,2018-12-03 10:59:29,49.2137369,-122.8413738
REBUI1,REBUILD CONSTRUCTION,1060 HOWE STREET  VANCOUVER  BC V6Z 1P5,,2019-04-02 09:46:23,49.2791997,-123.1248101
CENTU1,CENTURA BUILDING GROUP,460 FRASER VIEW PLACE DELTA  BC V3M 6H4,6045286010,2019-11-04 12:40:32,49.159639,-122.9535642
ATIRA2,ATIRA PROPERTY MANAGEMENT INC.,405 POWELL STREET VANCOUVER  BC V6A 1G7,6044398848,2018-09-18 13:02:07,49.28320129999999,-123.0950025
FDGPRO,FDG PROPERTY MANAGEMENT LTD,5645 - 199TH STREET  LANGLEY  BC V3A 1H9,,2017-06-19 16:33:12,49.1053148,-122.6714487
MAGIL1,MAGIL CONSTRUCTION PACIFIC,4405 CANADA WAY BURNABY  BC V5G 1J3,6048397275,2018-08-22 15:23:52,49.2550204,-123.0061178
BRENT1,BRENTA CONSTRUCTION INC ,2810 NORLAND AVENUE   BURNABY  BC  V5B 3A6,6044305887,2018-08-22 10:25:49,49.260316,-122.980489
ELLISD,ELLISDON - DO NOT USE,,,2018-02-07 09:56:34,,
GREENC,GREEN CLEAN (2016) INC.,UNIT 13 - 5291 OAKMOUNT CRESC BURNABY  BC V5H4S7,,2018-02-07 10:09:51,49.230859,-122.988029
MIDFI1,MIDFIELD INTERACTIVE,64 HATT STREET DUNDAS  ON L9H 7T6,5198207356,2018-11-22 17:14:37,43.2655459,-79.9583085
JAYSEL,JAY SELINGER,17296  64A AVENUE SURREY  BC  V3S 0P5,7782415969,2019-01-03 13:07:23,49.1194899,-122.7432913
TROICO,TROICO HOME SOLUTIONS,102 - 1636 WEST 2ND AVENUE VANCOUVER  BC  V6J 1H4,6045450123,2019-05-22 16:04:21,49.2695436,-123.141675
VAPEWO,VAPEWORLD DISTRIBUTION LTD.,200-6501 PARK OF COMMERCE BLVD BOCA RATON  FL  33487,9547909416,2019-01-02 13:55:10,26.4051473,-80.0975363
SATUR1,SATURN 121 CONSTRUCTION INC.,407 - 837 WEST HASTINGS STREET VANCOUVER  BC  V6C 1B6,6049136121,2019-01-15 07:40:22,49.2837001,-123.1109859
KENAID,KENAIDAN CONTRACTING LTD.,240 - 4311 VIKING WAY RICHMOND  BC  V6V 2K9,9056702660,2019-11-27 09:30:16,49.1835646,-123.0722591
SUNCO1,SUNCO DRYWALL LTD,#206A - 9785 192ND STREET  SURREY  BC V4N 4C7,6045133111,2018-02-07 10:58:41,,
MICHEL,MICHELS CANADA,1102  16 AVENUE NISKU  AB  T9E 0A9,6043636012,2019-04-24 14:18:45,53.32555619999999,-113.5043691
DSNSAF,DSN SAFETY INC.,P2109 - 511 ROCHESTER AVENUE COQUITLAM  BC  V3K 0A2 ANDREW KUM,6044401099,2019-01-30 08:29:03,49.2458486,-122.890779
DRAMAS,DRAIN MASTER,3287 ARDINGLEY AVENUE BURNABY  BC  V5B 4A5,6047392000,2020-01-23 15:52:59,49.2546883,-122.9717265
COLDEV,COLTER DEVELOPMENTS JV LTD.,3 - 11711 NO 5 ROAD RICHMOND  BC  V7A 4E8,6042772231,2019-05-22 15:58:07,49.127636,-123.092583
MATRI1,MATRIX STEEL SERVICES,9079  JONES RD UNIT 2  RICHMOND  BC V6Y 4G9,,2018-02-07 10:16:56,49.157505,-123.1243621
ANIFUR,ANIZCO FURNITURE,250 TERMINAL AVENUE VANCOUVER  BC  V6A 2L4,6046822528,2019-01-28 08:53:04,49.2721679,-123.0989576
PPDRES,PPD RESTORATIONS,UNIT 12 - 1750 MCLEAN AVENUE PORT COQUITLAM  BC V3C 1M9,7783858617,2019-05-22 15:57:49,49.2527328,-122.7636402
CHANDO,CHANDOS CONSTRUCTION LTD.,103 - 4180 LOUGHEED HWY BURNABY  BC  V5C 6A7,7804368617,2020-03-23 09:23:00,49.265396,-123.0110765
QUANT1,QUANTUS CMI,200B - 1228 HAMILTON STREET VANCOUVER  BC V6B 6L2,7788770990,2019-02-25 14:28:58,49.2743299,-123.1231956
LUNNYA,LUNNY ATMORE LLP ,#900-900 WEST HASTINGS STREET  VANCOUVER  BC V6C 1E5,,2018-02-07 10:15:13,,
KEITHP,KEITH PANEL SYSTEMS ,#2 - 40 GOSTICK PLACE  NORTH VANCOUVER  BC V7M 3G3,6049874499,2017-07-25 15:49:31,,
DONNE1,DONNELLY LANDSCAPES,326 STANLEY STREET  NEW WESTMINSTER  BC V3M 5H2,,2018-02-07 09:54:32,49.1933527,-122.9330603
KLOND1,KLONDIKE CONTRACTING CORP,#300 - 1375 W 6TH AVENUE VANCOUVER  BC V6H 0B1,6047083337,2018-02-07 10:14:19,,
WESGR1,WESGROUP CONTRACTING LTD.,910 - 1055 DUNSMUIR ST VANCOUVER  BC V7X 1L3,6046481800,2020-01-23 12:26:43,49.2864207,-123.1212713
NEWCIT,NEW CITY CONTRACTING LTD,1109 VENABLES STREET VANCOUVER  BC V6A 2E3,6043669386,2019-04-02 10:04:16,49.2769702,-123.0807593
LDJCON,LDJ CONTRACTING (2016) LTD.,10499 WILLOW GROVE SURREY  BC  V4N 1V7,6044189592,2019-02-25 09:22:28,49.1934253,-122.764088
DMSHYD,DMS HYDRONIC MECHANICAL SYSTEMS LTD,7449 CONWAY AVENUE BURNABY  BC  V5E 2P7,6043698976,2020-01-13 11:27:40,49.2161834,-122.9689308
GWILSO,G WILSON CONSTRUCTION CO LTD,161 WEST 4TH AVENUE VANCOUVER  BC  V5Y 1G4,6048738013,2019-05-15 09:49:44,49.2675567,-123.1087402
TOPCOP,TOPCO PALLET RECYCLING LTD.,8 - 10619 TIMBERLAND ROAD SURREY  BC  V3V 3T3,6045822020,2019-07-30 00:00:00,49.1937013,-122.9010495
ALLAI1,ALLAIRE,245 - 9600 CAMERON STREET BURNABY  BC V3J 7N3,6044228718,2017-10-10 08:56:01,49.253077,-122.8982355
ROBINS,ROBIN SURCESS,590 WEST KINGS ROAD NORTH VANCOUVER  BC V7N 2M4,6042302777,2018-02-07 10:26:21,49.3376221,-123.0848816
TRUSPA,TRUSPACE DESIGN,9323 - 47 STREET NW EDMONTON  AB T6B 2R7,2509750754,2019-05-22 15:58:24,53.5308352,-113.4073909
HANSO1,HANSON INTERNATIONAL,#218  810 QUAYSIDE DRIVE  NEW WESTMINSTER  BC V3M 6B9,6043760291,2018-02-20 14:54:32,,
AAEXCA,A & A EXCAVATING LTD.,5530 FOREST STREET BURNABY  BC V5G 3X3,7782884877,2019-06-17 14:26:34,49.24745670000001,-122.9829969
TAMGMT,TA MANAGEMENT LTD,300 - 1111 WEST GEORGIA STREET VANCOUVER  BC V6E 4M3,,2019-03-20 16:54:29,49.27975199999999,-123.1153454
DONSI1,DON SIMPSON CONSTRUCTION,509 EAST 30TH AVENUE VANCOUVER  BC   V5V 2V7,6047606080,2018-11-14 09:41:56,49.2437921,-123.0938412
21CENT,21ST CENTURY ROOFERS LTD.,20094 FERNRIDGE CRESCENT LANGLEY  BC  V2Z 1X4,6043078592,2019-10-10 17:08:32,49.042828,-122.6649999
TYPHO1,TYPHON CUTTING AND CORING,430 ENGLISH BLUFF ROAD DELTA  BC  V4M 2N2,6048390914,2018-02-19 16:06:20,49.01053899999999,-123.0896291
ARGOSA,ARGO SAFETY SERVICES LTD.,411 - 1150 29TH STREET EAST NORTH VANCOUVER  BC  V7K 3E2,6049966120,2019-07-10 10:43:41,49.33543419999999,-123.0628782
DYNAST,DYNASTY TRAFFIC LTD.,30041 HARRIS ROAD ABBOTSFORD  BC  V4X 1Y9,6043625000,2019-07-30 00:00:00,49.10396850000001,-122.392386
KANATA,KANATA PROJECT,1726 EAST HASTINGS STREET  VANCOUVER  BC V5L 1S9,6043203312,2017-06-19 16:42:46,49.2810807,-123.0698357
NOVAC1,NOVACOM BUILDING PARTNERS LTD.,101-18663 52ND AVE  SURREY  BC  V3S 8E5,6042737303,2018-09-11 14:54:53,49.0975532,-122.7062745
NOBLEW,NOBLE WEST CONTRACTING LTD.,11241 PRINCESS STREET MAPLE RIDGE  BC  V2X 1N3,6048363260,2019-04-29 11:40:30,49.20703229999999,-122.6605537
DECOCO,DECO CONSTRUCTION & MAINTENANCE LTD.,26023 36 AVENUE ALDERGROVE  BC  V4W 2A9,6047606340,2019-04-17 11:38:24,49.0673531,-122.5031607
PEQIS1,PEQISH FOOD COMPANY,4446 HERMITAGE DRIVE   RICHMOND  BC V7E 4N4,6048613999,2018-02-07 10:22:23,49.1366415,-123.1763432
PRENT1,PRENTICE HOPE AND LAND,980 SHERWOOD LANE  WEST VANCOUVER  BC V7V 3X9,,2018-02-07 10:23:20,49.333469,-123.1645469
RIGGI1,RIGGIT (CREW CALL) SERVICES,8021 ENTERPRISE STREET BURNABY  BC V5A 1V5,6046961481,2019-07-02 11:57:35,49.25577390000001,-122.931654
RAREIN,RARE INDIGO VENTURES,117 - 3823 HENNING DRIVE BURNABY  BC  V5C 6P3,6047326644,2018-08-28 08:00:15,49.2651438,-123.0214302
101WES,101 WEST HASTINGS HOLDINGS,501 - 1067 WEST CORDOVA STREET VANCOUVER  BC  V6C 1C7,7789808818,2018-12-05 13:07:14,49.2848821,-123.1106897
PACWES,PACIFIC WEST SYSTEMS SUPPLY LTD.,20109 LOGAN AVENUE LANGLEY  BC V3A 4L5,6045342060,2017-07-10 17:33:26,49.1108973,-122.6636568
SHIELD,SHIELD MASONRY LTD.,9013 SHAUGHNESSY STREET VANCOUVER  BC  V6P 6R9,7788594634,2019-12-02 11:54:10,49.203214,-123.1276279
CONRAD,CONRAD'S HARDWOOD & INTERIOR FINISHING,107 - 2958 WHISPER WAY COQUITLAM  BC  V3E 3S7,7788954072,2019-05-22 11:30:05,49.2961655,-122.7900769
MARCO1,MARCON - DO NOT USE,,,2018-02-07 10:16:13,,
MARCO2,MARCON - DO NOT USE,,,2018-02-07 10:16:18,,
CMISAL,CMI SALES INC.,79 PRAIRIE PLACE ROCKYVIEW COUNTY  AB  T1X 0K2,4035401392,2019-04-30 11:38:40,50.9850934,-113.9046627
APEXRE,APEX EVENT RENTALS,4027 PHILLIPS AVENUE BURNABY  BC  V5A 2X4,6044203773,2019-05-15 09:28:39,49.24806470000001,-122.9493622
MJPVE1,MJP VENTURES LTD,402 - 2345 DUNDAS ST VANCOUVER  BC  V5L 1K2,6042539444,2018-08-27 15:24:22,49.2850331,-123.0571624
DARWI1,DARWIN CONSTRUCTION,404 - 197 FORESTER STREET NORTH VANCOUVER  BC V7H 0A6,6049297944,2019-07-17 08:16:06,49.3057125,-123.0096924
VINTOP,VINTOP DEVELOPMENT CORPORATION,2399 - 650 WEST GEORGIA ST VANCOUVER  BC V6B 4N8,7789870966,2019-06-19 09:20:30,49.2818976,-123.1179129
MODNIA,MODERN NIAGARA VANCOUVER INC.,200 - 788 HARBOURSIDE DRIVE NORTH VANCOUVER  BC  V7P 3R7,6049804891,2019-06-21 11:29:23,49.315093,-123.0943052
KAREEN,KARE ENVIRONMENTAL LTD.,9311 RIVER DRIVE RICHMOND  BC  V6X 1Z1,6048347999,2020-03-09 09:50:32,49.1986768,-123.1200899
VANGLO,VANGLO SUSTAINABLE CONSTRUCTION GROUP LTD,2623 29TH AVENUE EAST VANCOUVER  BC  V5R 1V3,6047082243,2019-06-19 09:47:09,49.2448304,-123.0513694
JOHNSO,JOHNSON-LANCASTER AND ASSOCIATES,INC. 13031 US HWY 19N CLEARWATER  FL 33764-7224,7274106137,2018-02-07 10:12:35,27.890633,-82.71857
FOODB,GREATER VANCOUVER FOOD BANK,8345 WINSTON ST BURNABY  BC V5A 2H3,6048763601,2019-12-20 15:13:52,49.2493862,-122.9219879
509CLA,509 CLARK ROAD ,509 CLARK ROAD   BURNABY  BC V3J3X3,,2017-06-19 16:03:41,49.2596594,-122.8927516
MAGUST,MAGUSTA BURQUITLAM ONE DEVELOPMENT,5645 - 199TH STREET  LANGLEY  BC V3A 1H9,,2018-02-07 10:15:39,49.1053148,-122.6714487
PCLCO1,PCL CONSTRUCTORS  WESTCOAST,310 - 13911 WIRELESS WAY RICHMOND  BC V6V 3B9,6042415200,2020-01-23 10:43:12,49.172154,-123.0701461
QUINT1,QUINTON CONSTRUCTION LTD.,350 - 1275 WEST 6TH AVENUE VANCOUVER  BC V6H 1A6,6046810777,2018-02-07 10:23:54,49.265441,-123.111945
RWLOG,TERRAMAX LOGISTICS CORP.,101 - 19110 24 AVENUE SURREY  BC V3Z 3S9,6043853381,2018-08-28 10:25:48,49.0454601,-122.796896
MENZIE,MENZIES AVIATION (CANADA) LTD.,3611 JERICHO ROAD RICHMOND  BC  V7B 1M3,6048303355,2018-08-22 11:33:25,49.188985,-123.159664
RHINOW,RHINO WRAP & SCAFFOLDING SERVICES INC.,11281 150 STREET SURREY  BC  V3R 4E1,7788759033,2019-08-30 13:28:19,49.207559,-122.806537
HYLOFT,HYLOFT MANAGEMENT (2015) LTD.,200 - 1111 WEST GEORGIA STREET VANCOUVER  BC  V6E 4S4,6043076228,2019-07-03 16:58:24,49.2861686,-123.1231213
KAREEA,KARE EARTHWORKS LTD.,9311 RIVER DRIVE RICHMOND  BC  V6X 1Z1,6048347999,2019-10-21 10:30:48,49.1986768,-123.1200899
INDFLO,INDUSTRIAL FLOOR SYSTEMS,1546 DERWENT WAY  UNIT 209B DELTA  BC  V3M 6M4,7806281850,2019-07-24 16:08:04,49.161661,-122.9629579
PHANTO,PHANTOM MFG (INT'L) LTD.,30451 SIMPSON ROAD ABBOTSFORD  BC  V2T 6C7,6048553654,2019-07-08 09:06:12,49.046964,-122.3790369
FROUDE,FROUDE MANAGEMENT INC.,1007 - 1028 BARCLAY STREET VANCOUVER  BC  V6E 0B1,6043683403,2019-07-10 09:50:53,49.2821013,-123.1258641
NEWELE,NEW ELEVATION CIVIL CONSTRUCTION INC.,1029 RIDGEWAY AVENUE COQUITLAM  BC  V3J 1S6,6043190151,2019-09-09 10:20:02,49.2499391,-122.8652242
SEABOR,SEABORN ENTERPRISES,79 EAST KENT AVENUE NORTH VANCOUVER  BC  V5X 2X5,6043247166,2019-07-24 13:22:25,49.2072729,-123.1055327
UNIONO,UNION OF BC INDIAN CHIEFS,401 - 312 MAIN STREET VANCOUVER  BC  V6A 2T2,6049928849,2019-07-26 08:29:23,49.281052,-123.1001272
FIRSTO,FIRST ON SITE RESTORATION LIMITED,60 ADMIRAL BLVD MISSISSAUGA  ON  L5T 2W1,6044361440,2020-03-04 16:37:16,43.64398,-79.7001075
1CAPWE,CAP WEST FORMING LTD.,200 - 1010 SEYMOUR ST VANCOUVER  BC V6B 0G1 AMVIA LOUTIT,6046027711,2019-08-14 10:43:33,49.27833829999999,-123.1221443
DARLAR,DARRYL LARSON,1202 - 980 COOPERAGE WAY VANCOUVER  BC DARRYL LARSON,6046717806,2019-08-14 15:27:20,49.27355800000001,-123.1140189
PEAKC2,PEAK CONSTRUCTION 1876 LTD.,310 - 2626 CROYDON DRIVE SURREY  BC  V3Z 0S8,6045316998,2019-09-09 14:52:25,49.049497,-122.787866
SHOWMA,SHOWMAX RENTALS INC.,8388 PRINCE EDWARD STREET VANCOUVER  BC  V5X 3R9,6046394629,2019-08-26 11:43:49,49.2081543,-123.0980998
REDDAL,REDDALE CONSTRUCTION (ELLIOTT) LTD.,#105 - 3550 MT. LEHMAN ROAD ABBOTSFORD  BC  V2T 2M9,6048509680,2019-10-11 12:22:33,,
STARCO,STAR CONCRETE FLOOR TREATMENTS,4 - 2116 25TH AVENUE NE CALGARY  AB  T2E 6Z4,4032872388,2019-09-27 14:42:40,51.0752907,-114.0098531
AURORA,AURORA ROOFING LM LTD.,UNIT 7 - 19427 92 AVENUE SURREY  BC  V4N 4G6,6043813222,2019-09-25 13:34:21,49.17058489999999,-122.6838127
ROCKYM,ROCKY MOUNTAINEER RAILTOURS,1755 COTTRELL STREET VANCOUVER  BC  V6A 2L8,6043684792,2019-10-25 14:04:26,49.2687726,-123.0845319
OMEGAS,OMEGA STEEL INC.,2233 TSAWWASSEN DR. TSAWWASSEN  BC  V4M 4G2,6043291527,2019-10-30 08:39:23,49.0433533,-123.1023969
CREWLO,CREW & LOGISTICS LTD.,500 KEELE STREET  #105 TORONTO  ON  M6N 3C9,6043650203,2019-11-19 11:35:20,,
GBSCON,GBS CONSTRUCTION MANAGERS INC.,7441 LOWLAND DRIVE BURNABY  BC V5J 5A8,6043178100,2018-08-22 13:36:19,49.1914561,-122.9953114
MORNST,MORNINGSTAR HOMES LTD.,946 BRUNETTE AVENUE COQUITLAM  BC  V3K 1C9,6045210038,2019-07-30 00:00:00,49.2370804,-122.8691807
SERVIC,SERVICEMASTER OF FRASER VALLEY,33557 MACLURE ROAD ABBOTSFORD  BC  V2S 7W1,6048528086,2019-09-27 11:32:29,49.05923139999999,-122.2950233
WESTNE,WEST COAST NEURO HEALTH CLINIC,101 - 3088 CROYDON DRIVE SURREY  B.C.  V3Z 0T1,6045608811,2019-09-30 08:34:33,49.0578143,-122.7991576
ECOCON,ECO CONSTRUCTION INC.,851 MILLCREEK ROAD NELSON  B.C.  V1L 6P9,7809912708,2019-09-30 09:32:19,49.598521,-117.050824
ZENTER,ZENTERRA MURRAYVILLE LP,216 - 2630 CROYDON DRIVE SURREY  BC  V3Z 6P3,7789452050,2019-12-04 11:54:08,49.0498427,-122.7889403
WESTPO,WESTPORT MANUFACTURING CO. LTD.,1122 S.W. MARINE DRIVE VANCOUVER  B.C.  V6P 5Z3 TERRY BALFOUR,6042619326,2019-11-13 15:17:59,49.20305519999999,-123.1323728
BARBER,BARBER PROSTHETICS CLINIC,INC. 540 SE MARINE DRIVE VANCOUVER  BC  V5X 2T4,6043211115,2019-10-30 13:21:45,49.210788,-123.09354
LUMANA,LU'MA NATIVE BCH HOUSING SOCIETY,2960 NANAIMO STREET VANCOUVER  BC  V5N 5G3,6042095803,2019-11-25 08:17:51,49.2573689,-123.0561191
CXPCEN,CXP CENTENNIAL EXPANSION PARTNERS,851 CENTENNIAL ROAD VANCOUVER  BC  V6A 1A3,6048809929,2019-11-04 16:30:47,49.2838659,-123.0854973
SUITES,SUITE SUCCESS,3541 WEST 14TH AVENUE VANCOUVER  BC  V6R 2W3,2369995961,2019-10-30 09:04:29,49.2598998,-123.1829337
GTRASO,G. TRASOLINI CONTRACTORS LTD.,908 SHERWOOD AVENUE COQUITLAM  BC  V3K 1A6,6047617410,2019-11-01 14:35:22,49.235681,-122.8722075
BOXSCO,BOXSCOOP DESIGNS INC.,1806 - 8333 ANDERSON ROAD RICHMOND  BC  V6Y 0E2,6043154821,2019-10-25 11:50:41,49.1633969,-123.1311539
SHININ,SHINING METAL TRADING INC.,UNIT 107  6951 72ND STREET SURREY  BC  V4G 0A2,6049409638,2019-11-01 14:35:45,49.12966050000001,-123.0274593
FWSCON,FWS CONSTRUCTION LTD.,UNIT 334 - 17 FAWCETT ROAD COQUITLAM  BC  V3K 2V6,7788690854,2019-12-06 12:03:56,49.22263299999999,-122.8336276
WESTBU,WEST COAST BUILDING RESTORATION INC.,20120 STEWART CRESCENT MAPLE RIDGE  BC  V2X 0T4,7786284600,2019-12-17 12:46:39,49.2135968,-122.6619577
KERRCO,KERR CONSTRUCTION,1676 W 75TH AVENUE VANCOUVER  BC  V6P 6G2,6042630343,2019-12-02 15:45:27,49.2054009,-123.1466807
ELEVAT,ELEVATE CONSTRUCTION AND MANAGEMENT,309 - 1111 LYNN VALLEY ROAD NORTH VANCOUVER  BC  V7J 3V4,6042403725,2019-12-06 11:08:38,49.3342295,-123.0428335
TRAINE,TRAINE CONSTRUCTION & DEVELOPMENT LTD.,500 - 1708 DOLPHIN AVENUE KELOWNA  BC,2508012673,2019-12-09 15:02:38,49.8796232,-119.4587995
PUROLA,PUROLATOR INC.,2727 MEADOWPINE BOULEVARD MISSISSAUGA  ON L5N 8C7,8003264963,2020-02-14 15:31:53,43.6023502,-79.7859744
NEILSM,NEIL SMITH CONSTRUCTION,#2 - 130 ENGLISH BLUFF ROAD DELTA  BC  V4M 2M8,7782296444,2019-12-04 15:44:20,,
TEST,TEST - DO NOT USE,,,2017-06-28 11:48:37,,
999999,Working Elsewhere,240 - 111 West Hastings Vancouver,,2018-10-16 13:28:17,49.28372239999999,-123.1116848
FAIRFI,FAIRFIELD PROFESSIONAL BUILDING,32207 GOLDEN AVENUE ABBOTSFORD  BC  V2T 5C5,6042170334,2019-12-02 00:00:00,49.0650266,-122.3325113
GRECAN,THE GREAT CANADIAN LANDSCAPING CO. LTD,118 GARDEN AVENUE NORTH VANCOUVER  BC V7P 3H2,,2020-01-10 12:17:41,49.31702989999999,-123.1181332
CMGT1,CMGT CONSTRUCTION GROUP LTD.,110 - 8828 HEATHER STREET VANCOUVER  BC  V5P 3S8,6042222622,2020-01-03 15:27:37,49.206252,-123.1222682
NOTACO,NOTACO HOLDINGS INC./ESCENTS,2214 VAUXHALL PLACE RICHMOND  BC  V6V 1Z9,6044468149,2020-01-23 11:07:01,49.1960491,-123.0866864
THEBES,THE BEST SHOP (VHM IMPORT),UNIT 960  5300 NO.3 ROAD RICHMOND  BC  V6X 2X9,7783165825,2020-01-17 10:53:45,49.1755152,-123.1324696
RAICOR,RAICOR CONTRACTING LTD,2225 HARTLEY AVENUE COQUITLAM  BC  V3K 1W9,6046905755,2020-02-03 16:55:52,49.226042,-122.833423
PROSNO,PRO SNOW SOLUTIONS,34906 ACKERMAN COURT ABBOTSFORD  BC  V2S 8J9,6048357669,2020-02-05 16:37:10,49.034184,-122.2580051
