Customer,TermsCode,CustomerName,Address,Cityline,Contact,Phone,DiscountType,SalesCode,DateLastActive,Taxable,SalesTaxExemptNo,InvoiceTaxExemptNo,CreditLimit,YTDInterest,YTDSales,Balance,PrintStatement,CustomerType,InvoiceFormat,DefaultOtFactor,SuspendService,CustSetupBy,CustSetupDate,Fax,EmailAddress,LocationId,ShareAcrossLocations,Locality,ETimeCardStyle,Website
VICTO1,A,VICTOR ERIC PREMIUM HOMES LTD,15 EAST 3RD AVENUE ,VANCOUVER, BC V5T 1C5,,6046770021,,,2019-07-05 00:00:00,False,,,5000,0,2001.9,0,True,O,A,50,False,ACCREC1,2018-02-07 10:35:52,,PAYABLE@VICTORERIC.COM, JASUNCION@VICTORERIC.COM,1,False,,0,
ADVAFL,A,ADVANCE FLOORING INC.,UNIT 1, 2419 52ND AVENUE SE,CALGARY, AB  T2C 4X7,,2042557444,,,2017-11-17 00:00:00,True,,,2000,0,1179.06,0,True,O,A,50,False,ACCREC1,2018-08-22 09:48:56,,ACCOUNTSPAYABLE@ADVANCEFLOORING.CA,1,False,,0,
DWBCON,A,DWB CONTRACTING,27 - 1656 ADANAC STREET,VANCOUVER, BC V5L 2C6,,6046178335,,,2017-12-15 00:00:00,True,,,5000,0,2231.86,0,True,O,A,50,False,ACCREC1,2018-08-22 12:21:56,,DAVIDWBERGEN@GMAIL.COM,1,False,,0,
AZORCO,A,AZORA CONSTRUCTION CORPORATION,2645 KINGSWAY,VANCOUVER, BC  V5R 5H4,,7788960851,,,2017-11-06 00:00:00,True,,,5000,0,0,0,True,O,A,50,False,ACCREC1,2018-08-22 10:03:35,,ACCOUNTING@AZORA.CA,1,False,,0,
CMPDEV,A,CMP DEVELOPMENT GROUP,#209 - 8168 GRANVILLE STREET,VANCOUVER, BC  V6P 4Z4,,7785582727,,,2019-06-07 00:00:00,True,,,5000,0,0,0,True,O,A,50,False,ACCREC1,2018-08-22 10:51:37,,DANIELDORIANI@CMPGROUPS.COM; ANITADONG@CMPGROUPS.COM; PAULREID@CMPGROUPS.COM,1,False,,0,
TAMPEE,A,PEETER TAMMARK CONTRACTING,3852 REGENT AVENUE,NORTH VANCOUVER, BC  V7N 2C4,,6043287514,,,2018-03-29 00:00:00,True,,,2000,0,149.7,0,True,O,A,50,False,ACCREC1,2018-08-28 10:49:29,,PEETERT1@TELUS.NET,1,False,,0,
TIMELI,A,TIMELINE FLOORS INC.,101 - 3870 JACOMBS ROAD,RICHMOND, BC  V6V 1Y6,,7787857364,,SURR,2019-08-16 00:00:00,True,,,10000,0,3617.29,0,True,O,A,50,False,ACCREC1,2018-10-29 16:09:09,,BC.BILLING@QSG.CA,1,False,,0,
UNIWIN,A,UNISON WINDOWS & DOORS INC.,106 - 1533 BROADWAY STREET,PORT COQUITLAM, BC  V3C 6P3,,6049806000,,,2019-01-04 00:00:00,True,,,1000,0,335.3,0,True,O,G,50,False,BOFFICE1,2019-05-22 16:06:29,,REBECCA@UNISONWINDOWS.COM; JIM@UNISONWINDOWS.COM,1,False,,0,
NICPIZ,A,NICLI ANTICA PIZZERIA INC.,62 E. CORDOVA STREET,VANCOUVER, BC  V7R 2E5,,6047834032,,,2017-05-19 00:00:00,True,,,5000,0,1202.48,0,True,O,A,50,False,ACCREC1,2018-08-27 15:32:42,,BILL@NICLIPIZZERIA.COM,1,False,,0,
STRIFO,A,STRIKE FORCE CONTRACTING,11241 PRINCESS STREET,MAPLE RIDGE, BC V2X 1L6,,6048363260,,,2017-12-11 00:00:00,True,,,5000,0,636.56,0,True,O,A,50,False,ACCREC1,2018-08-28 10:45:41,,GARY@STRIKEFORCECONTRACTING.COM,1,False,,0,
LOOMEX,A,LOOMIS EXPRESS,7890 EXPRESS STREET,BURNABY, BC  V5A 1T4,,6048302470,,,2018-01-05 00:00:00,True,,,15000,0,691.43,0,True,O,A,50,False,ACCREC1,2018-08-22 15:21:51,,CARLO.DEVITA@LOOMIS-EXPRESS.COM,1,False,,0,
SILEXC,A,SILEX RESTORATIONS LTD.,356 HARBOUR AVENUE,NORTH VANCOUVER, BC  V7J 2E9,,6049858449,,,2017-12-01 00:00:00,True,,,0,0,1398.25,0,True,O,A,50,False,ACCREC1,2018-08-28 10:31:51,,SHARNI@JFRCONCRETEREPAIR.CA,1,False,,0,
MARRIO,A,JW MARRIOTT PARQ VANCOUVER,89 SMITHE STREET,VANCOUVER, BC V6B 0R3,,6044993254,,,2018-03-09 00:00:00,True,,,8000,0,1740.27,0,True,O,A,50,False,ACCREC1,2019-04-02 10:12:52,,SHOH.ZAYNUTDINOV@MARRIOTT.COM,1,False,,0,
ARCONE,A,ARCONESH MECHANICAL,402 - 215 - 12TH STREET,NEW WESTMINSTER, BC  V3M 4H4,,7788631376,,,2017-12-15 00:00:00,True,,,2000,0,87.8,0,True,O,A,50,False,ACCREC1,2017-12-05 09:49:07,,ARCONESH@GMAIL.COM,1,False,,0,
HIMI,A,HIMI HOLISTIC INTEGRATED MGMT INC.,2173 SOLERNO COURT,KELOWNA, BC  V1V 2S4,,2508641061,,,2017-12-15 00:00:00,True,,,0,0,241.46,0,True,O,A,50,False,ACCREC1,2018-08-22 14:05:01,,GBOND@HIMI.CA,1,False,,0,
ALPOME,A,ALPHA & OMEGA ENDEAVORS INC.,5137 - 246 STREET,LANGLEY, BC V2Z 1H9,,6048571694,,SURR,2019-08-23 00:00:00,True,,,5000,0,958.4,0,True,O,A,50,False,ACCREC1,2018-08-22 09:52:29,,ACCOUNTING@AOCONSTRUCTION.COM,1,False,,0,
ARTFUL,A,ARTFUL FLOORS INC.,209 - 8351 BENNETT ROAD,RICHMOND, BC  V6Y 1N4,,7783217116,,SURR,2018-04-27 00:00:00,True,,,1000,0,230.48,0,True,O,A,50,False,ACCREC1,2019-03-27 12:32:52,,ARTFULFLOORS@OUTLOOK.COM,1,False,,0,
CARGOD,A,CARGO DYNAMICS LOGISTICS INC.,128 - 21300 GORDON WAY,RICHMOND, BC  V6W 1M2,,6042731882,,,2018-06-22 00:00:00,True,,,5000,0,1472.47,0,True,O,A,50,False,ACCREC1,2018-08-22 10:40:24,,ACCOUNTSPAYABLE@CARGODYNAMICS.COM; S.BERNICE@CARGODYNAMICS.COM; B.OU@CARGODYNAMICS.COM,1,False,,0,
DENNIS,A,DENNIS HOYT INC.,10927 - 128A STREET,SURREY, BC  V3T 3H8,,6047548790,,SURR,2019-05-31 00:00:00,True,,,500,0,207.6,0,True,O,A,50,False,ACCREC1,2019-07-10 11:24:47,,DENNIS.HOYT81@GMAIL.COM,1,False,,0,
VICINI,A,VICINI HOMES WARD LP,#250 - 1311 KOOTENAY STREET,VANCOUVER, BC  V5K 4Y3,,6042967995,,,2018-11-02 00:00:00,True,,,8000,0,24386.72,0,True,O,A,50,False,ACCREC1,2018-08-28 11:11:05,,APDEVELOPMENT@CONWEST.COM;,1,False,,0,
BLAUAS,A,BLAU & ASSOCIATES,39 SMITHE STREET,VANCOUVER, BC  V6B 0R3,,7783708900,,,2018-05-18 00:00:00,True,,,10000,0,2730.3,0,True,O,A,50,False,ACCREC1,2018-08-22 10:19:29,,PWU@PARQVANCOUVER.COM; CCAREY@PARQVANCOUVER.COM,1,False,,0,
IMPERI,A,IMPERIAL HOSPITALITY GROUP,4125 EAST HASTINGS STREET,BURNABY, BC  V5C 2J3,,7789960594,,,2018-10-19 00:00:00,True,,,10000,0,54508.07,0,True,O,A,50,False,ACCREC1,2018-08-22 14:10:06,,INFO@IMPERIALHOSPITALITY.CA; AMIR@IMPERIALHOSPITALITY.CA,1,False,,0,
NORTIL,A,NORTH SHORE TILING,509 - 110 EAST KEITH ROAD,NORTH VANCOUVER, BC  V7L 1T9,,6047100208,,,2018-05-04 00:00:00,True,,,1000,0,263.45,0,True,O,A,50,False,ACCREC1,2018-08-27 15:33:53,,INFO@NORTHSHORETILING.COM,1,False,,0,
SPENCE,A,SPENCERCREO FOUNDATION,500 - 610 MAIN STREET,VANCOUVER, BC  V6A 2V3,,7783864836,,,2018-05-01 00:00:00,True,,,1000,0,0,0,True,O,A,50,False,ACCREC1,2018-08-28 10:36:28,,TARA@SPENCERCREO.CA,1,False,,0,
EVERLI,A,EVERLINE COATINGS & SERVICES VANCOUVER,16718 22 AVENUE,SURREY, BC  V3Z 0M3,,4034041200,,SURR,2018-05-03 00:00:00,True,,,2500,0,0,0,True,O,A,50,False,ACCREC1,2018-08-22 12:27:28,,ARJAY@EVERLINECOATINGS.COM,1,False,,0,ARJAY@EVERLINECOATINGS.COM
EDIFIC,A,EDIFICE MASONRY,408, 1730 PENDRELL STREET,VANCOUVER, BC  V6G 3A3,,6044405586,,,2018-05-07 00:00:00,True,,,5000,0,0,0,True,O,A,50,False,ACCREC1,2018-08-22 12:23:37,,EDIFICEMASONRY@GMAIL.COM,1,False,,0,
GREGHE,A,GREG HEIMAN,4790 BATTY ROAD,PORT ALBERNI  V9Y 8T9,,2506184078,,SURR,2018-05-18 00:00:00,True,,,500,0,223.6,0,True,O,A,50,False,ACCREC1,2018-08-22 13:43:00,,VINTAGE1929TUGBOAT@GMAIL.COM,1,False,,0,VINTAGE1929TUGBOAT@GMAIL.COM
JACOBB,A,JACOB BROS. CONSTRUCTION INC.,3399 - 189TH STREET,SURREY, BC  V3Z 1A7,,6044510303,,,2018-08-24 00:00:00,True,,,5000,0,11612.88,0,True,O,A,50,False,ACCREC1,2018-08-22 15:07:58,,ACCOUNTSPAYABLE@JACOBBROS.CA,1,False,,0,
SPRING,A,SPRING OLIVE DEVELOPMENT INC,UNIT 201 - 700 MARINE DRIVE,NORTH VANCOUVER, BC V7M 1H3,,6043394414,,,2020-01-31 00:00:00,True,,,2000,0,235.6,0,True,O,A,50,False,BOFFICE1,2018-10-10 13:36:38,,JAHAN@ELIZEH.CA, ADMIN@ELIZEH.CA,1,False,,0,JAHAN@ELIZEH.CA
LOCKBL,A,LOCK-BLOCK LTD.,13171 MITCHELL ROAD,RICHMOND, BC  V6V 1M7,,6043259161,,,2019-02-15 00:00:00,True,,,5000,0,3538.62,0,True,O,A,50,False,ACCREC1,2018-10-23 13:11:36,,LOCK-BLOCK@TELUS.NET,1,False,,0,
MORINW,A,MORINWOOD MFG INC,2049 KEATING CROSS ROAD,VICTORIA, BC V8M 2A5,,2504790581,,DOUG,2017-09-22 00:00:00,True,,,2000,0,21000.18,0,True,O,A,50,False,ACCREC1,2018-08-27 15:25:38,,KEN@MORINWOOD.CA; ACCOUNTING@MORINWOOD.CA,1,False,,0,
FORWA1,A,FORWARD 1 CONSTRUCTION,8791 COOPER ROAD,RICHMOND, BC  V6Y 2M6,,6042777055,,,2018-11-16 00:00:00,True,,,4000,0,1196.64,0,True,O,A,50,False,ACCREC1,2018-08-22 12:31:22,,CONTACT@FORWARD1CONSTRUCTION.COM,1,False,,0,
WADCON,A,WADSLEY CONSULTING (BAYSWATER PROJECTS LTD.),2543 BALACLAVA STREET,VANCOUVER, BC V6K 4C9,,6047200603,,,2019-11-01 00:00:00,True,,,5000,0,1788.8,0,True,O,A,50,False,ACCREC1,2018-08-28 11:16:01,,NDMWADSLEY@GMAIL.COM,1,False,,0,
JFSFOR,A,JFS FORM WORK,UNIT 315 11671 7TH AVENUE,RICHMOND, BC V7E 4X2,,6046168936,,,2018-07-27 00:00:00,True,,,2000,0,2299.68,0,True,O,A,50,False,ACCREC1,2018-08-22 15:10:16,,JOSHUA.SCHOOR@GMAIL.COM,1,False,,0,JOSHUA.SCHOOR@GMAIL.COM
DPCWIN,A,DPC WINDOW & DOORS INC.,11673 84 AVENUE,DELTA, BC  V4C 1C7,,7788989048,,SURR,2019-11-08 00:00:00,True,,,3000,0,7314.07,0,True,O,A,50,False,ACCREC1,2019-07-24 13:12:17,,DPC.WD.INC@GMAIL.COM,1,False,,0,
POTLUC,A,POTLUCK CAFE,20 WEST HASTINGS STREET,VANCOUVER, BC V6B 1G6,,6043142611,,,2019-03-15 00:00:00,True,,,1000,0,134.4,0,True,O,A,50,False,ACCREC1,2019-01-16 12:18:09,,ACCOUNTING@POTLUCKCATERING.COM,1,False,,0,
PAULPH,A,PAUL PHILLIPS,1337 MILL STREET,NORTH VANCOUVER, BC  V7K 1V5,,6043516415,,,2018-06-29 00:00:00,True,,,1000,0,319.6,0,True,O,A,50,False,ACCREC1,2018-08-28 07:34:26,,PPHILLIPS4SAFETY@GMAIL.COM,1,False,,0,
CANJER,A,CANADIAN JERKY COMPANY LTD.,UNIT 2 - 2133 191 STREET,SURREY, BC  V3S 3M3,,6045608530,,SURR,2018-07-20 00:00:00,True,,,10000,0,3237.54,0,True,O,A,50,False,ACCREC1,2018-08-22 10:28:22,,AP@CANADIANJERKYCO.COM,1,False,,0,
CLEANS,A,CLEAN START JUNK REMOVAL,210 - 3989 HENNING DRIVE,BURNABY, BC  V5C 6P8,,6049925316,,,2018-10-05 00:00:00,True,,,5000,0,2999.76,0,True,O,A,50,False,ACCREC1,2018-08-22 10:49:23,,ACCOUNTING@CLEANSTARTBC.CA,1,False,,0,
CLEARV,A,CLEARVIEW DEMOLITION LTD.,18960 - 34A AVENUE,SURREY, BC  V3Z 1A7,,6045353026,,,2019-12-13 00:00:00,True,,,10000,0,35351.67,0,True,O,A,50,False,ACCREC1,2019-01-08 15:11:00,,PAYABLES@CLEARVIEWDEMO.CA,1,False,,0,
JATECE,A,JATEC ELECTRIC LTD.,100, 2304 - 119 AVENUE NE,EDMONTON, AB  T6S 1B3,,7826289973,,,2018-08-24 00:00:00,True,,,5000,0,3647.12,0,True,O,A,50,False,ACCREC1,2018-08-22 15:09:04,,AP@JATEC.CA; TOM.DAKIN@JATEC.CA,1,False,,0,
ANENDA,A,ANENDA SYSTEMS INC.,1278 CLIVEDEN AVENUE,DELTA, BC  V3M 6G4,,7789548648,,,2018-10-05 00:00:00,True,,,0,0,4510.35,0,True,O,A,50,False,ACCREC1,2018-08-22 09:55:06,,ACCOUNTS@AL13.CA,1,False,,0,INFO@AL13.CA
CTMCOA,A,CTM COASTAL TRAFFIC MANAGEMENT INC.,3690 EAST 47TH AVENUE,VANCOUVER, BC  V5S 1E4,,6048139006,,,2019-02-22 00:00:00,True,,,2000,0,767.18,0,True,O,A,50,False,ACCREC1,2018-08-22 10:54:43,,CTMCOASTAL1@GMAIL.COM,1,False,,0,
PLATIN,A,PLATINUM PRO-CLAIM,13880 MAYFIELD PLACE,RICHMOND, BC  V6V 2E4,,7788367261,,,2018-10-05 00:00:00,True,,,5000,0,39178.3,0,True,O,A,50,False,ACCREC1,2018-08-28 07:51:01,,J.BRAILEAN@PPCR.CA;  AP@PPCR.CA,1,False,,0,
PARALL,A,PARALLEL 49 BREWING CO.,1950 TRIUMPH STREET,VANCOUVER, BC  V5T 1K5,,6043493224,,,2020-01-03 00:00:00,True,,,2500,0,194.63,0,True,O,A,50,False,ACCREC1,2019-01-14 10:15:52,,LAMPSON@PARALLEL49BREWING.COM; GRAHAM@PARALLEL49BREWING.COM,1,False,,0,
NSCPDE,A,NSCP DESIGN BUILD LP,230 - 4311 VIKING WAY,RICHMOND, BC  V6V 2K9,,7789512429,,,2019-03-15 00:00:00,True,,,50000,0,94,0,True,O,A,50,False,ACCREC1,2019-05-22 16:55:13,,SBAINS@KENAIDAN.COM; DROCK@KENAIDAN.COM; PAYABLES@KENAIDAN.COM,1,False,,0,
COWRYC,A,COWRY CABINETS INC.,120 - 3971 NO. 6 ROAD,RICHMOND, BC  V6V 1P6,,8889131358,,,2018-07-27 00:00:00,True,,,0,0,490.99,0,True,O,A,50,False,ACCREC1,2018-08-22 10:53:58,,TINA.COWRY@GMAIL.COM,1,False,,0,
PRECES,A,PRECISE ESTIMATIONS,1401 - 1498 HARWOOD STREET,VANCOUVER, BC  V6G 1X6,,6043490339,,,2019-10-18 00:00:00,True,,,3000,0,1242.94,0,True,O,A,50,False,ACCREC1,2018-08-28 07:54:17,,TELSNER1@LIVE.COM,1,False,,0,
BCHOPC,A,BC HOP COMPANY,1905 COLE ROAD,ABBOTSFORD, BC  V3G 1T3,,6048257396,,SURR,2018-08-24 00:00:00,True,,,5000,0,2732.06,0,True,O,A,50,False,ACCREC1,2018-08-22 10:06:00,,ADMIN@BCHOP.CO;  DW@BCHOP.CO,1,False,,0,
BCOUTF,A,BC OUTDOOR FLOORING,1000 PARKER STREET,VANCOUVER, BC V6A 2H2,,7786891600,,SURR,2018-07-27 00:00:00,True,,,0,0,0,0,True,O,A,50,False,ACCREC1,2018-09-06 17:17:20,,INFO@OUTDOORFLOORING.COM,1,False,,0,
RCSTEC,A,ROCKY'S CONCRETE SOIL TECHNOLOGY,1 - 1680 LLOYD AVE,NORTH VANCOUVER, BC V7P 2N6,,7788985232,,,2019-06-28 00:00:00,True,,,0,0,3531.93,0,True,O,A,50,True,ACCREC1,2019-11-01 16:28:21,,MEHRDAD.ZARGARI@RCSTECH.CA;  SIAMAK.VAND@RCSTECH.CA; ESSENTIALTAX.BC@GMAIL.COM;  AP@RCSTECH.CA,1,False,,0,
TITFIR,A,TITAN FIRE PROTECTION LTD,104 - 197 FORESTER STREET,NORTH VANCOUVER,BC V7H 0A6,,6047216594,,,2019-05-24 00:00:00,True,,,5000,0,207.6,0,True,O,A,50,False,ACCREC1,2018-10-22 15:32:45,,VANESSA@TITANFIRE.CA; TITANFIREPROTECTION@HOTMAIL.COM,1,False,,0,
WINMA1,A,WINMAR RESTORATION,7930 130 STREET ,SURREY, BC V3W 0H7,,6044336000,,SURR,2017-12-11 00:00:00,False,,,0,0,47650.98,0,True,O,A,50,True,ACCREC1,2019-07-10 14:39:19,,ACCOUNTINGVANCOUVER@WINMAR.CA,1,False,,0,
FABWEL,A,FABWELL INDUSTRIES INC.,8760 RIVER ROAD,DELTA, BC V4G 1B5,,6042299647,,,2017-05-26 00:00:00,True,,,8000,0,5929.51,0,True,O,A,50,False,ACCREC1,2018-08-22 12:28:44,,JEFF@FABWELL.CA; ACCOUNTING@FABWELL.CA,1,False,1,0,
KINDR1,A,KINDRED CONSTRUCTION,3035 WEST 7TH AVENUE ,VANCOUVER, BC V6K 1Z7,,6047364847,,,2019-01-25 00:00:00,False,,,20000,0,1261.06,0,True,O,A,50,False,ACCREC1,2018-09-18 13:57:47,,INVOICES@KINDREDCONSTRUCTION.COM,1,False,,0,
ACCIVI,A,AC CIVIL CONTRACTING,300 - 4180 LOUGHEED HIGHWAY,BURNABY, BC  V5C 6A7,,6042998328,,SURR,2019-12-13 00:00:00,True,,,5000,0,34795.74,0,True,O,A,50,True,ACCREC1,2019-05-14 10:33:56,,AC-JOBS@RECEIPTBANK.ME,1,False,,0,
HAVON1,A,HAVONA CONTRACTING LTD,9780 GENERAL CURRIE ROAD ,RICHMOND, BC V6Y 2S7,,,,,2018-10-12 00:00:00,False,,,2000,0,148.23,0,True,O,A,50,False,ACCREC1,2018-11-26 13:13:18,,HAVONACONTRACTING@GMAIL.COM,1,False,,0,
ATIRA1,A,ATIRA WOMEN'S RESOURCE SOCIETY,101 EAST CORDOVA STREET ,VANCOUVER, BC V6A 1K7,,6043311407,,,2017-06-23 00:00:00,False,,,5000,0,20302.82,0,True,O,B,50,False,ACCREC1,2018-02-07 09:35:03,,INVOICES@ATIRA.BC.CA,1,False,,0,
X3CONS,A,X3 CONSTRUCTORS INC.,125 - 998 HARBOURSIDE DRIVE,NORTH VANCOUVER, BC  V7P 3T2,,7788778418,,,2020-03-13 00:00:00,True,,,5000,0,3489.18,0,True,O,A,50,True,ACCREC1,2018-09-04 10:51:00,,ACCOUNTING@X3CONSTRUCTORS.COM,1,False,,0,
COAST2,A,COASTLINE DEVELOPMENT,5A - 1225 EAST KEITH ROAD,NORTH VANCOUVER, BC  V7J 1J3,,7782284208,,,2019-11-22 00:00:00,True,,,5000,0,20565.36,0,True,O,A,50,False,ACCREC1,2019-10-16 12:53:17,,DKMCMILLAN@SHAW.CA,1,False,,0,
STANH1,A,STANHOPE PROJECTS,3111 HIGHLAND DRIVE ,NORTH VANCOUVER, BC V7R 2X5,,6047702210,,,2020-03-13 00:00:00,False,,,2000,0,1151.33,0,True,O,A,50,False,ACCREC1,2018-11-13 13:43:24,,ACCOUNTING@STANHOPEPROJECTS.COM,1,False,,0,
SEVCOF,A,SEVCO FOODS,#180-4611 VIKING WAY,RICHMOND, BC, V6V 2K9.,,6043013070,,,2018-10-12 00:00:00,True,,,5000,0,4239.16,0,True,O,A,50,False,BOFFICE1,2018-10-12 11:23:19,,PATTY@SEVCO-FOODS.COM,1,False,,0,
EDGESA,A,EDGESAFE SYSTEMS LTD.,2320B ROGERS AVENUE,COQUITLAM, BC  V3K 5X7,,7789914059,,SURR,2019-12-27 00:00:00,True,,,5000,0,2016.61,0,True,O,A,50,False,BOFFICE1,2019-11-19 14:37:00,,ACCOUNTS@EDGESAFESYSTEMS.COM; CHRIS@EDGESAFESYSTEMS.COM; RAELYNE@EDGESAFESYSTEMS.COM,1,False,,0,
KEKINO,A,KEKINOW NATIVE HOUSING SOCIETY,1014 - 7445 132ND STREET,SURREY, BC  V3W 1J8,,6045915299,,SURR,2018-08-15 00:00:00,True,,,5000,0,0,0,True,O,A,50,False,ACCREC1,2018-09-04 12:07:47,,RUPINDER@KEKINOW.CA; SHELLY@KEKINOW.CA,1,False,,0,
FURTAD,A,FURTADO CONTRACTING LTD.,4032 RUMBLE STREET,BURNABY, BC  V5J 1Z6,,7788282982,,,2019-07-12 00:00:00,False,,,5000,0,1304,0,True,O,A,50,False,ACCREC1,2019-07-19 14:22:09,,TFURTADO4@TELUS.NET; FURTADOCONTRACTING@GMAIL.COM,1,False,,0,
COAST1,A,COAST MOUNTAIN ROOF LTD,#3 - 7228 WINSTON STREET ,BURNABY, BC V5A 3R1,,,,,2020-02-14 00:00:00,False,,,10000,0,765.54,0,True,O,A,50,False,ACCREC1,2018-02-07 09:52:48,,ACCOUNTS@COASTMOUNTAINROOF.COM,1,False,,0,
KANIN1,A,KANIN CONSTRUCTION MANAGEMENT,UNIT 101 - 19162 22 AVENUE,SURREY, BC  V3S 3S6,,6043851363,,,2020-01-10 00:00:00,True,,,5000,0,2013.6,0,True,O,A,50,False,ACCREC1,2018-08-22 14:47:21,,SVEGH@KANIN.CA,1,False,,0,SVEGH@KANIN.CA
SHUKS1,A,SHUKSAN CONTRACTING LTD.,205 18428 53RD AVENUE  ,SURREY, BC V3S 7A4,,6045757790,,,,False,,,0,0,0,0,True,O,A,50,True,SUPER,2017-07-10 17:39:49,,,1,False,,0,
OHARA1,A,O'HARA HOLDINGS INC.,116 - 260 - 16TH STREET EAST ,NORTH VANCOUVER, BC V7L 2S9,,7783863169,,,,False,,,0,0,0,0,True,O,A,50,False,ACCREC1,2018-02-07 10:19:55,,JACK@OHINC.CA,1,False,,0,
PARKS,A,PARK STEWARDSHIP PROGRAM,57 EAST HASTINGS ST,VANCOUVER, BC V6A 0A7,AUSTIN LUI (EW),6046204587,,,2018-10-05 00:00:00,True,,,0,0,0,0,True,O,A,50,True,ACCREC1,2019-01-16 15:51:57,,JOHANNA@EMBERSVANCOUVER.COM,2,False,,0,
MAINGR,A,MAINLAND GROUP OF COMPANIES,206 - 12899 80 AVENUE,SURREY, BC  V3W 0E6,,6045915599,,,2018-08-31 00:00:00,True,,,2000,0,95.8,0,True,O,A,50,False,ACCREC1,2018-08-22 12:46:26,,COURTNEY.CHAMBERS@MAINLANDGROUP.CA,1,False,,0,
ARADEV,A,ARAGON DEVELOPMENT CORP.,201 - 1628 WEST 1ST AVENUE,VANCOUVER, BC  V6J 1G1,,6047326170,,,2020-01-24 00:00:00,True,,,10000,0,1925.4,0,True,O,G,50,False,ACCREC1,2019-10-23 10:37:54,,ALROSALES@ARAGON.CA,1,False,,0,
HELUX1,A,HELUX ENVIRONMENTAL SERVICES INC.,179 5489 BYRNE ROAD,BURNABY, BC V5J 3J1,,6044545060,,,2018-07-20 00:00:00,False,,,2000,0,112.28,0,True,O,A,50,False,ACCREC1,2018-08-22 14:01:55,6044545061,HELUXENV@GMAIL.COM,1,False,,0,
ALPHA1,A,ALPHA DRYWALL,2650 PITT RIVER ROAD,PORT COQUITLAM, BC  V3C 1R9,,6047701477,,,2019-11-22 00:00:00,False,,,30000,0,15598.37,0,True,O,A,50,False,FRANCK,2018-07-02 12:24:46,6047701476,OFFICE@ALPHADRYWALL.CA,1,False,,0,
SUNVAL,A,SUN VALLEY MASONRY INC.,#3A - 33790 INDUSTRIAL AVENUE,ABBOTSFORD, BC  V2S 7T9,,6048534263,,,2019-02-15 00:00:00,True,,,5000,0,231.6,0,True,O,A,50,False,ACCREC1,2018-09-26 15:29:30,,HARJ@SUNVALLEYMASONRY.CA,1,False,,0,
AXIOM,A,AXIOM BUILDERS INC,1100 - 838 W. HASTINGS STREET,VANCOUVER, BC V6C 1C8,,6044335711,,BRAD,2020-03-13 00:00:00,True,,,20000,0,15176.36,0,False,O,A,50,False,ACCREC1,2019-04-02 08:05:15,,INVOICES@AXIOMBUILDERS.CA,1,False,,0,
TEKRO1,A,TEK ROOFING,201 - 204 CAYER STREET,COQUITLAM, BC  V3K 5B1,,6046854652,,,2017-05-26 00:00:00,False,,,0,0,2414.29,0,True,O,A,50,False,ACCREC1,2018-02-07 10:30:14,,OFFICE@TEKROOFING.CA,1,False,,0,
EABTOO,A,EAB TOOL CO. LTD.,384 EBURY PLACE,DELTA, BC  V3M 6M8,,6043960978,,SURR,2017-09-01 00:00:00,True,,,5000,0,1879.8,0,True,O,A,50,False,ACCREC1,2018-08-22 12:22:24,,ALAIN.SENECAL@EABTOOL.COM,1,False,,0,
SAFEG1,A,SAFE GUARD FENCING LTD ,22377 DEWDNEY TRUNK ROAD  ,HANEY, BC V2X 3J4,,6045801275,,,,False,,,0,0,0,0,True,O,A,50,False,ACCREC1,2018-02-07 10:26:41,,SAFEGUARD@DCCNET.COM,1,False,,0,
3RDEM1,A,3R DEMOLITION,5735 BERESFORD ST ,BURNABY, BC V5J1J9,,6044352555,,,2018-10-05 00:00:00,False,,,5000,0,13245.93,0,True,O,A,50,False,ACCREC1,2018-09-18 12:51:57,,ACCOUNTING@3RDEMOLITION.COM,1,False,,0,
STANBU,A,STANBULL CONTRACTING INC.,565 HELMCKEN STREET,VANCOUVER, BC  V6B 5H7,,7789870676,,SURR,2019-05-03 00:00:00,True,,,2000,0,479,0,True,O,A,50,False,ACCREC1,2018-08-28 10:42:54,,INFO@STANBULL.CA,1,False,,0,
SKYHIS,A,SKY-HI SCAFFOLDING LTD.,3195 PRODUCTION WAY,BURNABY, BC  V5A 3H2,,7782380611,,SURR,2018-12-21 00:00:00,True,,,5000,0,874.18,0,True,O,A,50,False,ACCREC1,2018-09-26 12:07:13,,BCPAYABLES@SCAFFOLDING.CA; NTHOMAS@SCAFFOLDING.CA,1,False,,0,
CANGRO,A,CANOPY GROWTH CORPORATION,349  264 STREET,LANGLEY, BC V4W 2K1,,6046077655,,SURR,2018-10-26 00:00:00,True,,,0,0,5338.58,0,True,O,A,50,False,ACCREC1,2018-11-02 14:14:32,,FINANCEBCTWEED@CANOPYGROWTH.COM,1,False,,0,
IDEAL1,A,IDEAL SUNDECKS ,15107 92 A AVENUE  ,SURREY, BC V3R 7H3,,6045918592,,,,False,,,0,0,0,0,True,O,A,50,False,ACCREC1,2018-02-07 10:11:04,,IDEALSUNDECKS@GMAIL.COM,1,False,,0,
CUSBUI,A,CUSTOM BUILDING PRODUCTS CANADA LTD,12638 82 AVENUE,SURREY, BC V3W 3G1,,6046911021,,SURR,2018-09-28 00:00:00,True,,,0,0,0,0,True,O,A,50,False,FRANCK,2018-09-28 14:50:54,,,1,False,,0,
